case_id,site_id,product_id,case_date,qty_required,case_status
640,7,5,2026-05-05,1,Fulfilled
641,7,5,2026-05-20,2,Delayed
642,7,4,2026-05-02,3,Fulfilled
643,7,5,2026-05-05,1,Fulfilled
644,7,5,2026-05-03,2,Delayed
645,7,2,2026-06-14,2,Fulfilled
646,7,2,2026-06-01,2,Fulfilled
647,7,2,2026-06-04,1,Fulfilled
648,7,5,2026-06-05,2,Fulfilled
649,7,8,2026-06-02,2,Fulfilled
650,7,5,2026-06-11,2,Fulfilled
651,7,5,2026-06-06,3,Delayed
652,7,1,2026-06-20,3,Cancelled
653,7,7,2026-06-27,1,Fulfilled
654,7,5,2026-06-26,2,Fulfilled
655,7,7,2026-07-13,2,Fulfilled
656,7,1,2026-07-12,2,Fulfilled
657,7,7,2026-07-19,2,Fulfilled
658,7,5,2026-07-01,2,Fulfilled
659,7,7,2026-07-04,2,Fulfilled
660,7,4,2026-07-02,3,Delayed
661,7,7,2026-07-27,1,Fulfilled
662,7,5,2026-07-04,1,Fulfilled
663,7,6,2026-07-09,2,Fulfilled
664,8,7,2025-08-23,1,Fulfilled
665,8,1,2025-08-06,2,Fulfilled
666,8,1,2025-08-19,2,Fulfilled
667,8,1,2025-08-03,3,Fulfilled
668,8,7,2025-08-19,2,Fulfilled
669,8,8,2025-08-09,3,Cancelled
670,8,2,2025-08-21,3,Fulfilled
671,8,2,2025-08-10,1,Fulfilled
672,8,2,2025-08-06,2,Fulfilled
673,8,1,2025-08-02,2,Fulfilled
674,8,2,2025-09-19,1,Fulfilled
675,8,2,2025-09-06,2,Fulfilled
676,8,8,2025-09-18,3,Delayed
677,8,8,2025-09-27,2,Fulfilled
678,8,7,2025-09-27,2,Fulfilled
679,8,8,2025-09-22,2,Fulfilled
680,8,1,2025-10-15,3,Fulfilled
681,8,8,2025-10-11,3,Delayed
682,8,1,2025-10-27,1,Fulfilled
683,8,8,2025-10-18,2,Fulfilled
684,8,1,2025-10-01,3,Fulfilled
685,8,8,2025-10-17,3,Delayed
686,8,1,2025-10-06,3,Fulfilled
687,8,8,2025-11-21,2,Fulfilled
688,8,1,2025-11-22,2,Fulfilled
689,8,2,2025-11-27,2,Fulfilled
690,8,2,2025-11-14,2,Fulfilled
691,8,7,2025-11-08,1,Fulfilled
692,8,7,2025-12-03,2,Fulfilled
693,8,7,2025-12-23,1,Fulfilled
694,8,7,2025-12-10,3,Fulfilled
695,8,7,2025-12-07,3,Fulfilled
696,8,8,2025-12-10,2,Fulfilled
697,8,8,2026-01-11,2,Fulfilled
698,8,7,2026-01-16,1,Fulfilled
699,8,8,2026-01-18,2,Fulfilled
700,8,1,2026-01-09,1,Fulfilled
701,8,7,2026-01-13,2,Fulfilled
702,8,2,2026-01-23,3,Fulfilled
703,8,7,2026-01-03,2,Fulfilled
704,8,1,2026-01-19,3,Fulfilled
705,8,7,2026-01-27,2,Fulfilled
706,8,8,2026-01-02,2,Fulfilled
707,8,1,2026-02-03,2,Fulfilled
708,8,8,2026-02-10,3,Delayed
709,8,8,2026-02-23,1,Fulfilled
710,8,7,2026-02-09,2,Fulfilled
711,8,7,2026-02-25,2,Fulfilled
712,8,1,2026-03-14,3,Fulfilled
713,8,1,2026-03-13,3,Fulfilled
714,8,1,2026-03-20,2,Fulfilled
715,8,7,2026-03-05,3,Fulfilled
716,8,1,2026-03-02,2,Fulfilled
717,8,2,2026-03-02,2,Fulfilled
718,8,1,2026-03-01,3,Fulfilled
719,8,7,2026-03-18,3,Fulfilled
720,8,1,2026-03-21,1,Fulfilled
721,8,7,2026-03-19,3,Fulfilled
722,8,7,2026-03-03,2,Fulfilled
723,8,8,2026-04-14,3,Cancelled
724,8,7,2026-04-11,2,Fulfilled
725,8,2,2026-04-26,3,Fulfilled
726,8,2,2026-04-18,3,Fulfilled
727,8,1,2026-04-22,1,Fulfilled
728,8,7,2026-05-27,2,Fulfilled
729,8,2,2026-05-23,2,Fulfilled
730,8,8,2026-05-20,2,Fulfilled
731,8,1,2026-05-13,3,Fulfilled
732,8,2,2026-05-20,1,Fulfilled
733,8,7,2026-05-02,3,Fulfilled
734,8,2,2026-05-19,1,Fulfilled
735,8,1,2026-05-10,2,Fulfilled
736,8,8,2026-05-17,2,Fulfilled
737,8,1,2026-05-20,2,Fulfilled
738,8,8,2026-06-11,2,Fulfilled
739,8,1,2026-06-16,3,Fulfilled
740,8,1,2026-06-13,1,Fulfilled
741,8,7,2026-06-14,1,Fulfilled
742,8,2,2026-06-24,3,Fulfilled
743,8,7,2026-06-10,2,Fulfilled
744,8,8,2026-06-15,3,Cancelled
745,8,2,2026-06-24,1,Fulfilled
746,8,7,2026-06-24,1,Fulfilled
747,8,8,2026-06-20,2,Fulfilled
748,8,8,2026-06-25,3,Cancelled
749,8,1,2026-07-11,3,Fulfilled
750,8,7,2026-07-14,3,Fulfilled
751,8,7,2026-07-03,3,Fulfilled
752,8,8,2026-07-10,2,Fulfilled
753,8,2,2026-07-12,2,Fulfilled
754,8,1,2026-07-10,3,Fulfilled
755,8,1,2026-07-11,1,Fulfilled
756,8,8,2026-07-24,2,Fulfilled
757,8,7,2026-07-09,3,Fulfilled
758,8,8,2026-07-06,2,Fulfilled
759,9,5,2025-08-08,1,Fulfilled
760,9,4,2025-08-04,3,Fulfilled
761,9,5,2025-08-21,2,Fulfilled
762,9,2,2025-08-15,3,Fulfilled
763,9,6,2025-08-27,3,Fulfilled
764,9,4,2025-08-15,1,Fulfilled
765,9,7,2025-08-04,1,Fulfilled
766,9,2,2025-08-13,3,Fulfilled
767,9,7,2025-08-16,1,Fulfilled
768,9,5,2025-08-09,1,Fulfilled
769,9,2,2025-09-05,2,Fulfilled
770,9,2,2025-09-26,2,Fulfilled
771,9,4,2025-09-04,2,Fulfilled
772,9,6,2025-09-21,2,Fulfilled
773,9,4,2025-09-15,3,Fulfilled
774,9,2,2025-10-09,2,Fulfilled
775,9,6,2025-10-19,2,Fulfilled
776,9,7,2025-10-19,2,Fulfilled
777,9,7,2025-10-03,1,Fulfilled
778,9,6,2025-10-07,1,Fulfilled
779,9,6,2025-10-04,3,Fulfilled
780,9,4,2025-10-09,2,Fulfilled
781,9,2,2025-10-17,2,Fulfilled
782,9,4,2025-11-09,3,Fulfilled
783,9,6,2025-11-21,2,Fulfilled
784,9,4,2025-11-23,2,Fulfilled
785,9,5,2025-11-01,1,Fulfilled
786,9,2,2025-11-13,2,Fulfilled
787,9,7,2025-12-08,1,Fulfilled
788,9,5,2025-12-12,2,Fulfilled
789,9,6,2025-12-21,3,Fulfilled
790,9,2,2025-12-22,3,Fulfilled
791,9,4,2025-12-07,3,Fulfilled
792,9,6,2025-12-19,3,Fulfilled
793,9,6,2025-12-24,2,Fulfilled
794,9,7,2026-01-26,2,Fulfilled
795,9,7,2026-01-02,2,Delayed
796,9,7,2026-01-16,3,Delayed
797,9,2,2026-01-25,1,Fulfilled
798,9,7,2026-01-07,2,Fulfilled
799,9,7,2026-01-03,3,Cancelled
800,9,4,2026-01-20,3,Delayed
801,9,7,2026-01-25,3,Delayed
802,9,6,2026-01-01,2,Delayed
803,9,6,2026-01-18,1,Fulfilled
804,9,7,2026-01-05,2,Fulfilled
805,9,2,2026-02-12,2,Fulfilled
806,9,2,2026-02-07,2,Fulfilled
807,9,4,2026-02-09,1,Fulfilled
808,9,4,2026-02-25,3,Fulfilled
809,9,5,2026-03-07,3,Fulfilled
810,9,2,2026-03-16,3,Fulfilled
811,9,2,2026-03-22,1,Fulfilled
812,9,2,2026-03-05,1,Fulfilled
813,9,7,2026-03-25,3,Delayed
814,9,7,2026-03-09,2,Fulfilled
815,9,6,2026-03-10,2,Fulfilled
816,9,2,2026-03-10,1,Delayed
817,9,2,2026-03-08,1,Fulfilled
818,9,2,2026-03-03,1,Fulfilled
819,9,5,2026-04-20,1,Fulfilled
820,9,4,2026-04-14,2,Fulfilled
821,9,2,2026-04-16,3,Fulfilled
822,9,5,2026-04-08,3,Fulfilled
823,9,5,2026-04-25,1,Fulfilled
824,9,7,2026-04-02,1,Fulfilled
825,9,5,2026-04-16,1,Fulfilled
826,9,6,2026-05-24,1,Fulfilled
827,9,2,2026-05-25,3,Fulfilled
828,9,2,2026-05-11,1,Fulfilled
829,9,7,2026-05-16,1,Fulfilled
830,9,5,2026-05-13,1,Fulfilled
831,9,2,2026-05-15,1,Fulfilled
832,9,5,2026-05-19,3,Fulfilled
833,9,7,2026-05-17,2,Fulfilled
834,9,7,2026-05-19,1,Fulfilled
835,9,5,2026-05-08,2,Fulfilled
836,9,7,2026-05-17,1,Fulfilled
837,9,5,2026-05-12,3,Fulfilled
838,9,6,2026-06-26,3,Fulfilled
839,9,7,2026-06-05,1,Fulfilled
840,9,7,2026-06-16,1,Fulfilled
841,9,2,2026-06-24,3,Fulfilled
842,9,7,2026-06-21,1,Fulfilled
843,9,7,2026-06-22,1,Delayed
844,9,7,2026-06-22,2,Fulfilled
845,9,6,2026-06-03,2,Fulfilled
846,9,4,2026-06-23,1,Fulfilled
847,9,2,2026-06-05,2,Fulfilled
848,9,2,2026-06-17,1,Fulfilled
849,9,5,2026-06-03,2,Fulfilled
850,9,7,2026-07-07,2,Fulfilled
851,9,2,2026-07-05,1,Fulfilled
852,9,5,2026-07-12,1,Fulfilled
853,9,5,2026-07-01,1,Fulfilled
854,9,6,2026-07-08,2,Fulfilled
855,9,2,2026-07-17,2,Fulfilled
856,9,2,2026-07-18,3,Fulfilled
857,9,6,2026-07-11,1,Fulfilled
858,10,1,2025-08-17,1,Fulfilled
859,10,6,2025-08-22,1,Fulfilled
860,10,2,2025-08-26,1,Fulfilled
861,10,1,2025-08-11,1,Fulfilled
862,10,1,2025-08-17,3,Fulfilled
863,10,8,2025-08-17,3,Fulfilled
864,10,4,2025-08-09,1,Fulfilled
865,10,4,2025-08-09,1,Fulfilled
866,10,1,2025-08-18,3,Fulfilled
867,10,1,2025-08-15,1,Fulfilled
868,10,1,2025-09-26,3,Fulfilled
869,10,8,2025-09-12,2,Fulfilled
870,10,3,2025-09-04,1,Fulfilled
871,10,6,2025-09-20,1,Fulfilled
872,10,7,2025-09-13,3,Fulfilled
873,10,7,2025-10-10,1,Fulfilled
874,10,1,2025-10-13,2,Fulfilled
875,10,2,2025-10-04,1,Fulfilled
876,10,6,2025-10-18,3,Fulfilled
877,10,4,2025-10-18,2,Fulfilled
878,10,2,2025-10-02,2,Fulfilled
879,10,7,2025-10-10,1,Fulfilled
880,10,7,2025-10-10,3,Fulfilled
881,10,2,2025-10-13,2,Fulfilled
882,10,8,2025-10-24,3,Fulfilled
883,10,7,2025-10-08,1,Fulfilled
884,10,4,2025-11-20,2,Fulfilled
885,10,6,2025-11-09,1,Delayed
886,10,1,2025-11-04,1,Fulfilled
887,10,6,2025-11-12,2,Fulfilled
888,10,8,2025-11-17,2,Fulfilled
889,10,8,2025-11-17,1,Fulfilled
890,10,7,2025-11-18,1,Fulfilled
891,10,3,2025-11-17,3,Fulfilled
892,10,2,2025-12-10,2,Fulfilled
893,10,2,2025-12-11,1,Fulfilled
894,10,4,2025-12-09,1,Fulfilled
895,10,3,2025-12-01,1,Fulfilled
896,10,8,2025-12-02,3,Fulfilled
897,10,1,2025-12-15,2,Fulfilled
898,10,8,2025-12-13,3,Delayed
899,10,4,2025-12-01,1,Fulfilled
900,10,8,2025-12-11,3,Fulfilled
901,10,3,2025-12-10,1,Fulfilled
902,10,4,2026-01-03,3,Fulfilled
903,10,3,2026-01-03,2,Fulfilled
904,10,2,2026-01-19,1,Fulfilled
905,10,2,2026-01-01,1,Fulfilled
906,10,7,2026-01-12,2,Fulfilled
907,10,3,2026-01-08,3,Fulfilled
908,10,6,2026-01-07,3,Fulfilled
909,10,8,2026-01-17,2,Fulfilled
910,10,6,2026-01-09,2,Fulfilled
911,10,4,2026-01-10,3,Fulfilled
912,10,8,2026-02-02,2,Fulfilled
913,10,3,2026-02-13,3,Delayed
914,10,4,2026-02-15,2,Fulfilled
915,10,3,2026-02-15,1,Fulfilled
916,10,2,2026-02-08,3,Delayed
917,10,3,2026-02-17,2,Fulfilled
918,10,1,2026-02-03,2,Fulfilled
919,10,2,2026-02-20,2,Fulfilled
920,10,7,2026-03-11,2,Fulfilled
921,10,4,2026-03-18,3,Fulfilled
922,10,1,2026-03-15,1,Fulfilled
923,10,6,2026-03-04,1,Fulfilled
924,10,2,2026-03-11,2,Fulfilled
925,10,3,2026-03-23,2,Fulfilled
926,10,8,2026-04-21,3,Fulfilled
927,10,2,2026-04-12,3,Delayed
928,10,7,2026-04-18,1,Fulfilled
929,10,3,2026-04-03,1,Fulfilled
930,10,3,2026-04-21,1,Fulfilled
931,10,1,2026-04-04,1,Fulfilled
932,10,3,2026-04-27,2,Fulfilled
933,10,2,2026-05-21,1,Fulfilled
934,10,1,2026-05-01,3,Fulfilled
935,10,7,2026-05-03,2,Fulfilled
936,10,7,2026-05-17,2,Fulfilled
937,10,7,2026-05-08,3,Fulfilled
938,10,3,2026-05-02,1,Fulfilled
939,10,3,2026-05-25,3,Fulfilled
940,10,6,2026-05-27,2,Fulfilled
941,10,4,2026-05-07,2,Fulfilled
942,10,1,2026-05-06,2,Fulfilled
943,10,1,2026-05-11,1,Delayed
944,10,6,2026-05-11,3,Fulfilled
945,10,3,2026-06-04,1,Fulfilled
946,10,7,2026-06-05,1,Fulfilled
947,10,3,2026-06-04,1,Fulfilled
948,10,7,2026-06-11,3,Fulfilled
949,10,4,2026-06-15,2,Fulfilled
950,10,8,2026-06-19,2,Fulfilled
951,10,4,2026-06-16,3,Fulfilled
952,10,3,2026-06-09,2,Fulfilled
953,10,4,2026-07-12,1,Fulfilled
954,10,2,2026-07-09,3,Delayed
955,10,6,2026-07-27,1,Fulfilled
956,10,4,2026-07-11,2,Fulfilled
957,10,7,2026-07-20,3,Fulfilled
958,10,6,2026-07-08,3,Fulfilled
959,10,2,2026-07-08,2,Fulfilled
960,11,5,2025-08-21,1,Fulfilled
961,11,8,2025-08-04,1,Fulfilled
962,11,3,2025-08-24,1,Fulfilled
963,11,2,2025-08-10,2,Fulfilled
964,11,2,2025-08-23,3,Fulfilled
965,11,8,2025-08-23,2,Fulfilled
966,11,5,2025-08-22,3,Fulfilled
967,11,5,2025-08-21,2,Fulfilled
968,11,3,2025-08-12,2,Fulfilled
969,11,5,2025-09-25,3,Fulfilled
970,11,8,2025-09-08,1,Fulfilled
971,11,2,2025-09-05,3,Fulfilled
972,11,2,2025-09-14,2,Fulfilled
973,11,8,2025-09-10,1,Fulfilled
974,11,8,2025-09-09,1,Delayed
975,11,2,2025-09-12,1,Fulfilled
976,11,2,2025-09-19,1,Fulfilled
977,11,4,2025-09-01,3,Fulfilled
978,11,5,2025-09-02,2,Fulfilled
979,11,2,2025-10-14,3,Fulfilled
980,11,8,2025-10-26,2,Fulfilled
981,11,8,2025-10-20,3,Delayed
982,11,5,2025-10-23,3,Fulfilled
983,11,5,2025-10-27,3,Fulfilled
984,11,5,2025-10-12,2,Fulfilled
985,11,8,2025-11-27,1,Fulfilled
986,11,3,2025-11-25,1,Fulfilled
987,11,8,2025-11-22,1,Fulfilled
988,11,3,2025-11-03,3,Delayed
989,11,8,2025-11-24,2,Fulfilled
990,11,4,2025-11-16,3,Fulfilled
991,11,5,2025-11-20,2,Fulfilled
992,11,8,2025-11-16,1,Fulfilled
993,11,2,2025-11-24,3,Fulfilled
994,11,4,2025-11-20,1,Fulfilled
995,11,5,2025-12-08,2,Fulfilled
996,11,5,2025-12-27,1,Fulfilled
997,11,2,2025-12-02,3,Fulfilled
998,11,3,2025-12-26,1,Fulfilled
999,11,2,2026-01-07,3,Fulfilled
1000,11,3,2026-01-23,1,Fulfilled
1001,11,3,2026-01-25,2,Fulfilled
1002,11,5,2026-01-21,2,Fulfilled
1003,11,3,2026-01-06,2,Fulfilled
1004,11,2,2026-02-23,2,Fulfilled
1005,11,5,2026-02-01,1,Fulfilled
1006,11,3,2026-02-25,1,Fulfilled
1007,11,5,2026-02-20,2,Fulfilled
1008,11,5,2026-02-14,3,Fulfilled
1009,11,8,2026-02-01,2,Fulfilled
1010,11,3,2026-02-14,3,Delayed
1011,11,5,2026-02-14,3,Fulfilled
1012,11,3,2026-03-17,1,Fulfilled
1013,11,2,2026-03-27,2,Fulfilled
1014,11,5,2026-03-07,2,Fulfilled
1015,11,3,2026-03-15,1,Fulfilled
1016,11,4,2026-03-03,1,Fulfilled
1017,11,5,2026-04-26,1,Fulfilled
1018,11,4,2026-04-11,1,Fulfilled
1019,11,4,2026-04-26,1,Fulfilled
1020,11,4,2026-04-09,2,Fulfilled
1021,11,8,2026-04-08,2,Delayed
1022,11,8,2026-04-15,1,Fulfilled
1023,11,4,2026-05-03,1,Fulfilled
1024,11,8,2026-05-04,3,Delayed
1025,11,8,2026-05-12,2,Fulfilled
1026,11,4,2026-05-08,1,Fulfilled
1027,11,8,2026-05-04,2,Fulfilled
1028,11,5,2026-05-26,2,Fulfilled
1029,11,4,2026-05-03,3,Fulfilled
1030,11,2,2026-06-11,1,Fulfilled
1031,11,3,2026-06-13,2,Fulfilled
1032,11,3,2026-06-11,3,Cancelled
1033,11,4,2026-06-22,3,Fulfilled
1034,11,8,2026-06-24,3,Delayed
1035,11,8,2026-06-21,3,Delayed
1036,11,8,2026-06-04,1,Fulfilled
1037,11,4,2026-06-13,2,Fulfilled
1038,11,3,2026-06-14,3,Delayed
1039,11,4,2026-07-17,1,Fulfilled
1040,11,3,2026-07-07,1,Fulfilled
1041,11,5,2026-07-22,2,Fulfilled
1042,11,8,2026-07-02,3,Delayed
1043,11,8,2026-07-26,1,Fulfilled
1044,11,2,2026-07-10,1,Fulfilled
1045,11,5,2026-07-16,3,Fulfilled
1046,11,3,2026-07-15,1,Fulfilled
1047,11,3,2026-07-16,3,Delayed
1048,11,8,2026-07-07,3,Delayed
1049,12,1,2025-08-01,2,Fulfilled
1050,12,6,2025-08-06,3,Delayed
1051,12,3,2025-08-09,3,Delayed
1052,12,8,2025-08-12,3,Fulfilled
1053,12,3,2025-08-18,2,Fulfilled
1054,12,8,2025-08-01,2,Fulfilled
1055,12,3,2025-08-04,2,Fulfilled
1056,12,3,2025-08-22,3,Delayed
1057,12,7,2025-08-20,2,Fulfilled
1058,12,1,2025-08-22,1,Fulfilled
1059,12,7,2025-09-10,2,Fulfilled
1060,12,2,2025-09-17,1,Fulfilled
1061,12,7,2025-09-01,3,Delayed
1062,12,8,2025-09-22,3,Fulfilled
1063,12,1,2025-09-24,3,Fulfilled
1064,12,8,2025-09-05,1,Fulfilled
1065,12,1,2025-09-05,2,Fulfilled
1066,12,6,2025-09-26,1,Fulfilled
1067,12,1,2025-09-18,3,Fulfilled
1068,12,3,2025-09-01,2,Fulfilled
1069,12,3,2025-09-05,2,Fulfilled
1070,12,8,2025-10-04,2,Fulfilled
1071,12,7,2025-10-27,3,Cancelled
1072,12,6,2025-10-13,1,Fulfilled
1073,12,3,2025-10-19,2,Fulfilled
1074,12,3,2025-10-02,1,Fulfilled
1075,12,1,2025-10-09,2,Fulfilled
1076,12,6,2025-10-10,2,Fulfilled
1077,12,6,2025-10-15,3,Fulfilled
1078,12,1,2025-10-09,3,Fulfilled
1079,12,8,2025-10-24,2,Fulfilled
1080,12,2,2025-11-11,1,Fulfilled
1081,12,8,2025-11-15,1,Fulfilled
1082,12,8,2025-11-11,3,Fulfilled
1083,12,7,2025-11-25,1,Fulfilled
1084,12,3,2025-11-14,2,Fulfilled
1085,12,8,2025-11-27,2,Fulfilled
1086,12,6,2025-11-02,3,Fulfilled
1087,12,8,2025-11-26,3,Fulfilled
1088,12,3,2025-11-06,1,Fulfilled
1089,12,7,2025-11-22,2,Fulfilled
1090,12,7,2025-11-03,3,Delayed
1091,12,3,2025-12-06,3,Cancelled
1092,12,8,2025-12-03,1,Fulfilled
1093,12,3,2025-12-11,2,Fulfilled
1094,12,6,2025-12-26,3,Fulfilled
1095,12,1,2025-12-14,3,Fulfilled
1096,12,8,2025-12-03,2,Fulfilled
1097,12,2,2026-01-01,3,Delayed
1098,12,1,2026-01-24,1,Fulfilled
1099,12,8,2026-01-27,3,Fulfilled
1100,12,6,2026-01-14,2,Fulfilled
1101,12,1,2026-01-19,2,Fulfilled
1102,12,6,2026-01-13,1,Fulfilled
1103,12,2,2026-02-02,2,Fulfilled
1104,12,1,2026-02-26,3,Fulfilled
1105,12,6,2026-02-16,3,Fulfilled
1106,12,8,2026-02-09,1,Fulfilled
1107,12,6,2026-02-10,3,Fulfilled
1108,12,6,2026-02-10,3,Fulfilled
1109,12,7,2026-02-20,3,Delayed
1110,12,7,2026-02-10,2,Fulfilled
1111,12,6,2026-02-20,2,Fulfilled
1112,12,7,2026-02-20,1,Fulfilled
1113,12,7,2026-02-26,1,Fulfilled
1114,12,1,2026-02-26,3,Fulfilled
1115,12,8,2026-03-06,1,Fulfilled
1116,12,1,2026-03-23,1,Fulfilled
1117,12,6,2026-03-17,2,Fulfilled
1118,12,8,2026-03-03,1,Fulfilled
1119,12,1,2026-03-06,2,Fulfilled
1120,12,7,2026-04-26,3,Delayed
1121,12,1,2026-04-13,3,Fulfilled
1122,12,2,2026-04-21,3,Fulfilled
1123,12,7,2026-04-11,1,Fulfilled
1124,12,7,2026-04-20,2,Fulfilled
1125,12,6,2026-04-05,2,Fulfilled
1126,12,7,2026-04-01,3,Delayed
1127,12,1,2026-04-02,1,Fulfilled
1128,12,1,2026-05-26,3,Fulfilled
1129,12,6,2026-05-05,2,Fulfilled
1130,12,8,2026-05-08,1,Fulfilled
1131,12,6,2026-05-03,1,Fulfilled
1132,12,8,2026-05-18,1,Fulfilled
1133,12,8,2026-05-06,3,Fulfilled
1134,12,6,2026-05-04,1,Fulfilled
1135,12,7,2026-05-14,2,Cancelled
1136,12,3,2026-06-10,1,Fulfilled
1137,12,3,2026-06-10,1,Fulfilled
1138,12,6,2026-06-09,1,Fulfilled
1139,12,7,2026-06-05,2,Cancelled
1140,12,2,2026-06-04,2,Fulfilled
1141,12,1,2026-06-20,3,Delayed
1142,12,3,2026-07-18,1,Fulfilled
1143,12,2,2026-07-20,3,Fulfilled
1144,12,8,2026-07-05,2,Fulfilled
1145,12,8,2026-07-23,1,Fulfilled
1146,13,2,2025-08-14,3,Fulfilled
1147,13,3,2025-08-15,3,Fulfilled
1148,13,3,2025-08-18,2,Fulfilled
1149,13,5,2025-08-26,3,Fulfilled
1150,13,3,2025-08-15,2,Fulfilled
1151,13,3,2025-08-26,2,Fulfilled
1152,13,1,2025-08-07,1,Fulfilled
1153,13,2,2025-08-04,3,Fulfilled
1154,13,3,2025-08-25,1,Fulfilled
1155,13,3,2025-08-06,1,Fulfilled
1156,13,2,2025-08-26,3,Fulfilled
1157,13,1,2025-09-17,1,Fulfilled
1158,13,2,2025-09-15,3,Fulfilled
1159,13,5,2025-09-21,1,Fulfilled
1160,13,1,2025-09-01,3,Fulfilled
1161,13,1,2025-09-25,2,Fulfilled
1162,13,1,2025-09-21,3,Fulfilled
1163,13,1,2025-09-05,1,Fulfilled
1164,13,1,2025-09-23,2,Fulfilled
1165,13,5,2025-09-20,3,Fulfilled
1166,13,3,2025-09-03,1,Fulfilled
1167,13,5,2025-09-19,1,Fulfilled
1168,13,3,2025-09-06,2,Delayed
1169,13,5,2025-10-17,1,Fulfilled
1170,13,2,2025-10-16,3,Fulfilled
1171,13,1,2025-10-04,2,Fulfilled
1172,13,3,2025-10-27,2,Fulfilled
1173,13,5,2025-10-07,1,Fulfilled
1174,13,3,2025-10-20,3,Fulfilled
1175,13,2,2025-10-05,3,Fulfilled
1176,13,1,2025-10-21,2,Fulfilled
1177,13,1,2025-11-10,2,Fulfilled
1178,13,3,2025-11-09,2,Fulfilled
1179,13,5,2025-11-20,2,Fulfilled
1180,13,2,2025-11-20,2,Fulfilled
1181,13,2,2025-11-10,1,Fulfilled
1182,13,1,2025-11-16,1,Fulfilled
1183,13,1,2025-11-16,3,Fulfilled
1184,13,2,2025-11-06,3,Fulfilled
1185,13,2,2025-11-08,3,Fulfilled
1186,13,2,2025-12-10,3,Fulfilled
1187,13,3,2025-12-11,2,Fulfilled
1188,13,5,2025-12-12,2,Fulfilled
1189,13,3,2025-12-25,2,Fulfilled
1190,13,3,2025-12-01,3,Fulfilled
1191,13,1,2025-12-08,2,Fulfilled
1192,13,3,2025-12-23,1,Fulfilled
1193,13,5,2025-12-01,1,Fulfilled
1194,13,3,2025-12-08,3,Fulfilled
1195,13,5,2026-01-19,3,Fulfilled
1196,13,1,2026-01-14,3,Fulfilled
1197,13,3,2026-01-03,1,Fulfilled
1198,13,1,2026-01-06,2,Fulfilled
1199,13,2,2026-01-18,2,Fulfilled
1200,13,1,2026-01-23,3,Fulfilled
1201,13,5,2026-01-04,2,Fulfilled
1202,13,1,2026-01-02,1,Fulfilled
1203,13,3,2026-01-22,3,Fulfilled
1204,13,1,2026-01-19,2,Fulfilled
1205,13,5,2026-02-02,3,Fulfilled
1206,13,5,2026-02-26,2,Fulfilled
1207,13,5,2026-02-07,1,Fulfilled
1208,13,1,2026-02-20,3,Fulfilled
1209,13,3,2026-02-03,3,Fulfilled
1210,13,5,2026-02-19,2,Fulfilled
1211,13,5,2026-02-26,3,Fulfilled
1212,13,3,2026-02-03,3,Fulfilled
1213,13,5,2026-02-26,2,Fulfilled
1214,13,1,2026-03-27,1,Fulfilled
1215,13,2,2026-03-13,1,Fulfilled
1216,13,1,2026-03-04,1,Fulfilled
1217,13,3,2026-03-16,3,Fulfilled
1218,13,1,2026-03-06,2,Fulfilled
1219,13,2,2026-04-09,1,Fulfilled
1220,13,1,2026-04-07,3,Fulfilled
1221,13,2,2026-04-08,1,Fulfilled
1222,13,5,2026-04-03,2,Fulfilled
1223,13,3,2026-04-01,3,Fulfilled
1224,13,5,2026-04-11,3,Fulfilled
1225,13,2,2026-04-26,1,Fulfilled
1226,13,5,2026-04-01,2,Delayed
1227,13,5,2026-04-25,2,Fulfilled
1228,13,1,2026-04-23,1,Fulfilled
1229,13,3,2026-04-23,3,Fulfilled
1230,13,2,2026-05-15,2,Fulfilled
1231,13,5,2026-05-17,1,Fulfilled
1232,13,2,2026-05-12,1,Fulfilled
1233,13,1,2026-05-25,3,Fulfilled
1234,13,2,2026-05-17,1,Fulfilled
1235,13,1,2026-05-15,1,Fulfilled
1236,13,1,2026-05-17,2,Delayed
1237,13,5,2026-05-01,3,Fulfilled
1238,13,1,2026-05-25,2,Delayed
1239,13,1,2026-05-04,3,Fulfilled
1240,13,5,2026-05-25,3,Fulfilled
1241,13,5,2026-05-03,3,Fulfilled
1242,13,3,2026-06-24,2,Fulfilled
1243,13,2,2026-06-19,2,Fulfilled
1244,13,2,2026-06-15,3,Fulfilled
1245,13,3,2026-06-03,2,Fulfilled
1246,13,2,2026-06-10,2,Fulfilled
1247,13,5,2026-06-25,2,Fulfilled
1248,13,3,2026-06-14,3,Fulfilled
1249,13,1,2026-06-24,3,Fulfilled
1250,13,3,2026-06-20,1,Fulfilled
1251,13,5,2026-06-26,3,Fulfilled
1252,13,3,2026-07-01,1,Fulfilled
1253,13,5,2026-07-17,1,Fulfilled
1254,13,1,2026-07-07,1,Fulfilled
1255,13,3,2026-07-27,2,Fulfilled
1256,13,3,2026-07-23,3,Fulfilled
1257,13,3,2026-07-27,2,Fulfilled
1258,13,5,2026-07-21,1,Fulfilled
1259,13,2,2026-07-05,3,Fulfilled
1260,14,4,2025-08-05,2,Fulfilled
1261,14,4,2025-08-26,3,Fulfilled
1262,14,8,2025-08-22,2,Fulfilled
1263,14,4,2025-08-18,2,Fulfilled
1264,14,8,2025-08-07,3,Cancelled
1265,14,8,2025-09-10,2,Fulfilled
1266,14,6,2025-09-08,1,Fulfilled
1267,14,7,2025-09-15,3,Delayed
