demand_id,site_id,product_id,usage_month,qty_used
931,5,8,2026-02-01,1
932,5,8,2026-03-01,1
933,5,8,2026-04-01,2
934,5,8,2026-05-01,1
935,5,8,2026-06-01,2
936,5,8,2026-07-01,1
937,5,1,2025-08-01,1
938,5,1,2025-09-01,0
939,5,1,2025-10-01,0
940,5,1,2025-11-01,0
941,5,1,2025-12-01,9
942,5,1,2026-01-01,0
943,5,1,2026-02-01,9
944,5,1,2026-03-01,9
945,5,1,2026-04-01,9
946,5,1,2026-05-01,1
947,5,1,2026-06-01,9
948,5,1,2026-07-01,1
949,5,23,2025-08-01,45
950,5,23,2025-09-01,45
951,5,23,2025-10-01,62
952,5,23,2025-11-01,46
953,5,23,2025-12-01,46
954,5,23,2026-01-01,35
955,5,23,2026-02-01,50
956,5,23,2026-03-01,29
957,5,23,2026-04-01,41
958,5,23,2026-05-01,75
959,5,23,2026-06-01,10
960,5,23,2026-07-01,43
961,5,9,2025-08-01,1
962,5,9,2025-09-01,1
963,5,9,2025-10-01,1
964,5,9,2025-11-01,1
965,5,9,2025-12-01,1
966,5,9,2026-01-01,1
967,5,9,2026-02-01,1
968,5,9,2026-03-01,2
969,5,9,2026-04-01,1
970,5,9,2026-05-01,1
971,5,9,2026-06-01,1
972,5,9,2026-07-01,1
973,5,19,2025-08-01,10
974,5,19,2025-09-01,9
975,5,19,2025-10-01,6
976,5,19,2025-11-01,6
977,5,19,2025-12-01,12
978,5,19,2026-01-01,6
979,5,19,2026-02-01,10
980,5,19,2026-03-01,6
981,5,19,2026-04-01,10
982,5,19,2026-05-01,6
983,5,19,2026-06-01,6
984,5,19,2026-07-01,6
985,5,20,2025-08-01,7
986,5,20,2025-09-01,9
987,5,20,2025-10-01,8
988,5,20,2025-11-01,5
989,5,20,2025-12-01,8
990,5,20,2026-01-01,5
991,5,20,2026-02-01,10
992,5,20,2026-03-01,10
993,5,20,2026-04-01,8
994,5,20,2026-05-01,9
995,5,20,2026-06-01,12
996,5,20,2026-07-01,8
997,5,11,2025-08-01,1
998,5,11,2025-09-01,1
999,5,11,2025-10-01,1
1000,5,11,2025-11-01,1
1001,5,11,2025-12-01,1
1002,5,11,2026-01-01,1
1003,5,11,2026-02-01,1
1004,5,11,2026-03-01,1
1005,5,11,2026-04-01,1
1006,5,11,2026-05-01,1
1007,5,11,2026-06-01,1
1008,5,11,2026-07-01,1
1009,5,21,2025-08-01,2
1010,5,21,2025-09-01,9
1011,5,21,2025-10-01,3
1012,5,21,2025-11-01,3
1013,5,21,2025-12-01,8
1014,5,21,2026-01-01,9
1015,5,21,2026-02-01,7
1016,5,21,2026-03-01,12
1017,5,21,2026-04-01,9
1018,5,21,2026-05-01,7
1019,5,21,2026-06-01,11
1020,5,21,2026-07-01,12
1021,5,6,2025-08-01,2
1022,5,6,2025-09-01,1
1023,5,6,2025-10-01,1
1024,5,6,2025-11-01,1
1025,5,6,2025-12-01,1
1026,5,6,2026-01-01,1
1027,5,6,2026-02-01,1
1028,5,6,2026-03-01,2
1029,5,6,2026-04-01,1
1030,5,6,2026-05-01,1
1031,5,6,2026-06-01,1
1032,5,6,2026-07-01,1
1033,5,18,2025-08-01,7
1034,5,18,2025-09-01,7
1035,5,18,2025-10-01,6
1036,5,18,2025-11-01,5
1037,5,18,2025-12-01,7
1038,5,18,2026-01-01,7
1039,5,18,2026-02-01,7
1040,5,18,2026-03-01,8
1041,5,18,2026-04-01,9
1042,5,18,2026-05-01,10
1043,5,18,2026-06-01,6
1044,5,18,2026-07-01,4
1045,5,2,2025-08-01,2
1046,5,2,2025-09-01,2
1047,5,2,2025-10-01,1
1048,5,2,2025-11-01,2
1049,5,2,2025-12-01,2
1050,5,2,2026-01-01,2
1051,5,2,2026-02-01,2
1052,5,2,2026-03-01,2
1053,5,2,2026-04-01,1
1054,5,2,2026-05-01,1
1055,5,2,2026-06-01,1
1056,5,2,2026-07-01,2
1057,6,16,2025-08-01,12
1058,6,16,2025-09-01,9
1059,6,16,2025-10-01,6
1060,6,16,2025-11-01,5
1061,6,16,2025-12-01,12
1062,6,16,2026-01-01,9
1063,6,16,2026-02-01,9
1064,6,16,2026-03-01,7
1065,6,16,2026-04-01,9
1066,6,16,2026-05-01,6
1067,6,16,2026-06-01,9
1068,6,16,2026-07-01,5
1069,6,13,2025-08-01,1
1070,6,13,2025-09-01,1
1071,6,13,2025-10-01,0
1072,6,13,2025-11-01,1
1073,6,13,2025-12-01,1
1074,6,13,2026-01-01,1
1075,6,13,2026-02-01,1
1076,6,13,2026-03-01,2
1077,6,13,2026-04-01,1
1078,6,13,2026-05-01,1
1079,6,13,2026-06-01,1
1080,6,13,2026-07-01,1
1081,6,6,2025-08-01,2
1082,6,6,2025-09-01,2
1083,6,6,2025-10-01,2
1084,6,6,2025-11-01,0
1085,6,6,2025-12-01,2
1086,6,6,2026-01-01,2
1087,6,6,2026-02-01,2
1088,6,6,2026-03-01,1
1089,6,6,2026-04-01,2
1090,6,6,2026-05-01,1
1091,6,6,2026-06-01,2
1092,6,6,2026-07-01,1
1093,6,3,2025-08-01,3
1094,6,3,2025-09-01,1
1095,6,3,2025-10-01,2
1096,6,3,2025-11-01,1
1097,6,3,2025-12-01,1
1098,6,3,2026-01-01,1
1099,6,3,2026-02-01,2
1100,6,3,2026-03-01,1
1101,6,3,2026-04-01,2
1102,6,3,2026-05-01,1
1103,6,3,2026-06-01,1
1104,6,3,2026-07-01,1
1105,6,5,2025-08-01,2
1106,6,5,2025-09-01,2
1107,6,5,2025-10-01,2
1108,6,5,2025-11-01,2
1109,6,5,2025-12-01,2
1110,6,5,2026-01-01,1
1111,6,5,2026-02-01,2
1112,6,5,2026-03-01,2
1113,6,5,2026-04-01,1
1114,6,5,2026-05-01,2
1115,6,5,2026-06-01,2
1116,6,5,2026-07-01,2
1117,6,20,2025-08-01,10
1118,6,20,2025-09-01,8
1119,6,20,2025-10-01,9
1120,6,20,2025-11-01,6
1121,6,20,2025-12-01,7
1122,6,20,2026-01-01,5
1123,6,20,2026-02-01,12
1124,6,20,2026-03-01,9
1125,6,20,2026-04-01,6
1126,6,20,2026-05-01,9
1127,6,20,2026-06-01,11
1128,6,20,2026-07-01,10
1129,6,25,2025-08-01,29
1130,6,25,2025-09-01,2
1131,6,25,2025-10-01,45
1132,6,25,2025-11-01,29
1133,6,25,2025-12-01,47
1134,6,25,2026-01-01,51
1135,6,25,2026-02-01,53
1136,6,25,2026-03-01,61
1137,6,25,2026-04-01,55
1138,6,25,2026-05-01,61
1139,6,25,2026-06-01,57
1140,6,25,2026-07-01,58
1141,6,12,2025-08-01,1
1142,6,12,2025-09-01,1
1143,6,12,2025-10-01,2
1144,6,12,2025-11-01,1
1145,6,12,2025-12-01,1
1146,6,12,2026-01-01,1
1147,6,12,2026-02-01,1
1148,6,12,2026-03-01,0
1149,6,12,2026-04-01,1
1150,6,12,2026-05-01,1
1151,6,12,2026-06-01,1
1152,6,12,2026-07-01,1
1153,6,9,2025-08-01,1
1154,6,9,2025-09-01,1
1155,6,9,2025-10-01,1
1156,6,9,2025-11-01,2
1157,6,9,2025-12-01,1
1158,6,9,2026-01-01,1
1159,6,9,2026-02-01,1
1160,6,9,2026-03-01,2
1161,6,9,2026-04-01,1
1162,6,9,2026-05-01,1
1163,6,9,2026-06-01,1
1164,6,9,2026-07-01,1
1165,6,19,2025-08-01,10
1166,6,19,2025-09-01,9
1167,6,19,2025-10-01,3
1168,6,19,2025-11-01,10
1169,6,19,2025-12-01,4
1170,6,19,2026-01-01,11
1171,6,19,2026-02-01,9
1172,6,19,2026-03-01,7
1173,6,19,2026-04-01,10
1174,6,19,2026-05-01,9
1175,6,19,2026-06-01,11
1176,6,19,2026-07-01,8
1177,6,23,2025-08-01,42
1178,6,23,2025-09-01,37
1179,6,23,2025-10-01,43
1180,6,23,2025-11-01,60
1181,6,23,2025-12-01,34
1182,6,23,2026-01-01,48
1183,6,23,2026-02-01,29
1184,6,23,2026-03-01,15
1185,6,23,2026-04-01,42
1186,6,23,2026-05-01,44
1187,6,23,2026-06-01,39
1188,6,23,2026-07-01,22
1189,6,11,2025-08-01,1
1190,6,11,2025-09-01,1
1191,6,11,2025-10-01,1
1192,6,11,2025-11-01,1
1193,6,11,2025-12-01,1
1194,6,11,2026-01-01,1
1195,6,11,2026-02-01,1
1196,6,11,2026-03-01,1
1197,6,11,2026-04-01,1
1198,6,11,2026-05-01,1
1199,6,11,2026-06-01,1
1200,6,11,2026-07-01,1
1201,6,4,2025-08-01,2
1202,6,4,2025-09-01,1
1203,6,4,2025-10-01,2
1204,6,4,2025-11-01,2
1205,6,4,2025-12-01,1
1206,6,4,2026-01-01,1
1207,6,4,2026-02-01,2
1208,6,4,2026-03-01,1
1209,6,4,2026-04-01,0
1210,6,4,2026-05-01,1
1211,6,4,2026-06-01,2
1212,6,4,2026-07-01,2
1213,6,1,2025-08-01,6
1214,6,1,2025-09-01,1
1215,6,1,2025-10-01,9
1216,6,1,2025-11-01,0
1217,6,1,2025-12-01,6
1218,6,1,2026-01-01,0
1219,6,1,2026-02-01,0
1220,6,1,2026-03-01,0
1221,6,1,2026-04-01,9
1222,6,1,2026-05-01,0
1223,6,1,2026-06-01,9
1224,6,1,2026-07-01,6
1225,6,22,2025-08-01,37
1226,6,22,2025-09-01,53
1227,6,22,2025-10-01,23
1228,6,22,2025-11-01,39
1229,6,22,2025-12-01,46
1230,6,22,2026-01-01,39
1231,6,22,2026-02-01,26
1232,6,22,2026-03-01,11
1233,6,22,2026-04-01,58
1234,6,22,2026-05-01,43
1235,6,22,2026-06-01,54
1236,6,22,2026-07-01,51
1237,6,10,2025-08-01,1
1238,6,10,2025-09-01,1
1239,6,10,2025-10-01,1
1240,6,10,2025-11-01,1
1241,6,10,2025-12-01,1
1242,6,10,2026-01-01,2
1243,6,10,2026-02-01,1
1244,6,10,2026-03-01,1
1245,6,10,2026-04-01,1
1246,6,10,2026-05-01,1
1247,6,10,2026-06-01,2
1248,6,10,2026-07-01,1
1249,6,7,2025-08-01,2
1250,6,7,2025-09-01,2
1251,6,7,2025-10-01,1
1252,6,7,2025-11-01,1
1253,6,7,2025-12-01,2
1254,6,7,2026-01-01,1
1255,6,7,2026-02-01,2
1256,6,7,2026-03-01,2
1257,6,7,2026-04-01,1
1258,6,7,2026-05-01,2
1259,6,7,2026-06-01,2
1260,6,7,2026-07-01,1
1261,6,2,2025-08-01,2
1262,6,2,2025-09-01,2
1263,6,2,2025-10-01,2
1264,6,2,2025-11-01,1
1265,6,2,2025-12-01,2
1266,6,2,2026-01-01,1
1267,6,2,2026-02-01,2
1268,6,2,2026-03-01,2
1269,6,2,2026-04-01,1
1270,6,2,2026-05-01,2
1271,6,2,2026-06-01,1
1272,6,2,2026-07-01,1
1273,7,20,2025-08-01,10
1274,7,20,2025-09-01,5
1275,7,20,2025-10-01,10
1276,7,20,2025-11-01,3
1277,7,20,2025-12-01,9
1278,7,20,2026-01-01,8
1279,7,20,2026-02-01,7
1280,7,20,2026-03-01,9
1281,7,20,2026-04-01,8
1282,7,20,2026-05-01,11
1283,7,20,2026-06-01,9
1284,7,20,2026-07-01,9
1285,7,5,2025-08-01,2
1286,7,5,2025-09-01,1
1287,7,5,2025-10-01,1
1288,7,5,2025-11-01,2
1289,7,5,2025-12-01,1
1290,7,5,2026-01-01,2
1291,7,5,2026-02-01,2
1292,7,5,2026-03-01,2
1293,7,5,2026-04-01,1
1294,7,5,2026-05-01,2
1295,7,5,2026-06-01,1
1296,7,5,2026-07-01,1
1297,7,1,2025-08-01,6
1298,7,1,2025-09-01,0
1299,7,1,2025-10-01,6
1300,7,1,2025-11-01,9
1301,7,1,2025-12-01,0
1302,7,1,2026-01-01,6
1303,7,1,2026-02-01,0
1304,7,1,2026-03-01,9
1305,7,1,2026-04-01,9
1306,7,1,2026-05-01,0
1307,7,1,2026-06-01,1
1308,7,1,2026-07-01,0
1309,7,12,2025-08-01,1
1310,7,12,2025-09-01,1
1311,7,12,2025-10-01,1
1312,7,12,2025-11-01,2
1313,7,12,2025-12-01,1
1314,7,12,2026-01-01,1
1315,7,12,2026-02-01,0
1316,7,12,2026-03-01,0
1317,7,12,2026-04-01,1
1318,7,12,2026-05-01,1
1319,7,12,2026-06-01,1
1320,7,12,2026-07-01,1
1321,7,6,2025-08-01,2
1322,7,6,2025-09-01,2
1323,7,6,2025-10-01,2
1324,7,6,2025-11-01,1
1325,7,6,2025-12-01,2
1326,7,6,2026-01-01,1
1327,7,6,2026-02-01,2
1328,7,6,2026-03-01,1
1329,7,6,2026-04-01,2
1330,7,6,2026-05-01,1
1331,7,6,2026-06-01,2
1332,7,6,2026-07-01,1
1333,7,15,2025-08-01,11
1334,7,15,2025-09-01,8
1335,7,15,2025-10-01,13
1336,7,15,2025-11-01,9
1337,7,15,2025-12-01,8
1338,7,15,2026-01-01,8
1339,7,15,2026-02-01,9
1340,7,15,2026-03-01,7
1341,7,15,2026-04-01,8
1342,7,15,2026-05-01,8
1343,7,15,2026-06-01,9
1344,7,15,2026-07-01,9
1345,7,7,2025-08-01,2
1346,7,7,2025-09-01,2
1347,7,7,2025-10-01,2
1348,7,7,2025-11-01,2
1349,7,7,2025-12-01,3
1350,7,7,2026-01-01,2
1351,7,7,2026-02-01,2
1352,7,7,2026-03-01,1
1353,7,7,2026-04-01,2
1354,7,7,2026-05-01,1
1355,7,7,2026-06-01,2
1356,7,7,2026-07-01,1
1357,7,17,2025-08-01,9
1358,7,17,2025-09-01,7
1359,7,17,2025-10-01,6
1360,7,17,2025-11-01,7
1361,7,17,2025-12-01,12
1362,7,17,2026-01-01,9
1363,7,17,2026-02-01,5
1364,7,17,2026-03-01,11
1365,7,17,2026-04-01,6
1366,7,17,2026-05-01,10
1367,7,17,2026-06-01,9
1368,7,17,2026-07-01,9
1369,7,13,2025-08-01,2
1370,7,13,2025-09-01,1
1371,7,13,2025-10-01,1
1372,7,13,2025-11-01,1
1373,7,13,2025-12-01,1
1374,7,13,2026-01-01,1
1375,7,13,2026-02-01,1
1376,7,13,2026-03-01,1
1377,7,13,2026-04-01,1
1378,7,13,2026-05-01,1
1379,7,13,2026-06-01,1
1380,7,13,2026-07-01,1
1381,7,16,2025-08-01,9
1382,7,16,2025-09-01,13
1383,7,16,2025-10-01,10
1384,7,16,2025-11-01,7
1385,7,16,2025-12-01,6
1386,7,16,2026-01-01,9
1387,7,16,2026-02-01,8
1388,7,16,2026-03-01,11
1389,7,16,2026-04-01,6
1390,7,16,2026-05-01,13
1391,7,16,2026-06-01,11
1392,7,16,2026-07-01,8
1393,7,4,2025-08-01,2
1394,7,4,2025-09-01,1
1395,7,4,2025-10-01,2
1396,7,4,2025-11-01,1
1397,7,4,2025-12-01,2
1398,7,4,2026-01-01,1
1399,7,4,2026-02-01,1
1400,7,4,2026-03-01,1
1401,7,4,2026-04-01,2
1402,7,4,2026-05-01,2
1403,7,4,2026-06-01,2
1404,7,4,2026-07-01,2
1405,7,10,2025-08-01,1
1406,7,10,2025-09-01,1
1407,7,10,2025-10-01,1
1408,7,10,2025-11-01,1
1409,7,10,2025-12-01,1
1410,7,10,2026-01-01,1
1411,7,10,2026-02-01,1
1412,7,10,2026-03-01,1
1413,7,10,2026-04-01,1
1414,7,10,2026-05-01,1
1415,7,10,2026-06-01,1
1416,7,10,2026-07-01,1
1417,7,11,2025-08-01,1
1418,7,11,2025-09-01,1
1419,7,11,2025-10-01,1
1420,7,11,2025-11-01,1
1421,7,11,2025-12-01,1
1422,7,11,2026-01-01,1
1423,7,11,2026-02-01,1
1424,7,11,2026-03-01,1
1425,7,11,2026-04-01,1
1426,7,11,2026-05-01,0
1427,7,11,2026-06-01,1
1428,7,11,2026-07-01,1
1429,7,2,2025-08-01,1
1430,7,2,2025-09-01,2
1431,7,2,2025-10-01,2
1432,7,2,2025-11-01,2
1433,7,2,2025-12-01,2
1434,7,2,2026-01-01,1
1435,7,2,2026-02-01,1
1436,7,2,2026-03-01,0
1437,7,2,2026-04-01,2
1438,7,2,2026-05-01,2
1439,7,2,2026-06-01,2
1440,7,2,2026-07-01,2
1441,7,19,2025-08-01,8
1442,7,19,2025-09-01,7
1443,7,19,2025-10-01,6
1444,7,19,2025-11-01,8
1445,7,19,2025-12-01,6
1446,7,19,2026-01-01,12
1447,7,19,2026-02-01,5
1448,7,19,2026-03-01,8
1449,7,19,2026-04-01,3
1450,7,19,2026-05-01,9
1451,7,19,2026-06-01,8
1452,7,19,2026-07-01,7
1453,7,21,2025-08-01,6
1454,7,21,2025-09-01,8
1455,7,21,2025-10-01,7
1456,7,21,2025-11-01,8
1457,7,21,2025-12-01,13
1458,7,21,2026-01-01,8
1459,7,21,2026-02-01,9
1460,7,21,2026-03-01,7
1461,7,21,2026-04-01,6
1462,7,21,2026-05-01,8
1463,7,21,2026-06-01,14
1464,7,21,2026-07-01,7
1465,7,8,2025-08-01,2
1466,7,8,2025-09-01,1
1467,7,8,2025-10-01,0
1468,7,8,2025-11-01,1
1469,7,8,2025-12-01,3
1470,7,8,2026-01-01,2
1471,7,8,2026-02-01,2
1472,7,8,2026-03-01,1
1473,7,8,2026-04-01,0
1474,7,8,2026-05-01,1
1475,7,8,2026-06-01,2
1476,7,8,2026-07-01,2
1477,7,18,2025-08-01,8
1478,7,18,2025-09-01,7
1479,7,18,2025-10-01,10
1480,7,18,2025-11-01,7
1481,7,18,2025-12-01,9
1482,7,18,2026-01-01,8
1483,7,18,2026-02-01,7
1484,7,18,2026-03-01,6
1485,7,18,2026-04-01,7
1486,7,18,2026-05-01,12
1487,7,18,2026-06-01,11
1488,7,18,2026-07-01,10
1489,8,21,2025-08-01,6
1490,8,21,2025-09-01,5
1491,8,21,2025-10-01,11
1492,8,21,2025-11-01,10
1493,8,21,2025-12-01,8
1494,8,21,2026-01-01,7
1495,8,21,2026-02-01,4
1496,8,21,2026-03-01,10
1497,8,21,2026-04-01,11
1498,8,21,2026-05-01,6
1499,8,21,2026-06-01,6
1500,8,21,2026-07-01,11
1501,8,18,2025-08-01,6
1502,8,18,2025-09-01,12
1503,8,18,2025-10-01,8
1504,8,18,2025-11-01,7
1505,8,18,2025-12-01,8
1506,8,18,2026-01-01,7
1507,8,18,2026-02-01,11
1508,8,18,2026-03-01,10
1509,8,18,2026-04-01,11
1510,8,18,2026-05-01,8
1511,8,18,2026-06-01,7
1512,8,18,2026-07-01,8
1513,8,9,2025-08-01,1
1514,8,9,2025-09-01,1
1515,8,9,2025-10-01,1
1516,8,9,2025-11-01,1
1517,8,9,2025-12-01,1
1518,8,9,2026-01-01,1
1519,8,9,2026-02-01,1
1520,8,9,2026-03-01,1
1521,8,9,2026-04-01,1
1522,8,9,2026-05-01,1
1523,8,9,2026-06-01,1
1524,8,9,2026-07-01,1
1525,8,1,2025-08-01,9
1526,8,1,2025-09-01,9
1527,8,1,2025-10-01,9
1528,8,1,2025-11-01,0
1529,8,1,2025-12-01,0
1530,8,1,2026-01-01,9
1531,8,1,2026-02-01,0
1532,8,1,2026-03-01,6
1533,8,1,2026-04-01,0
1534,8,1,2026-05-01,0
1535,8,1,2026-06-01,6
1536,8,1,2026-07-01,0
1537,8,7,2025-08-01,1
1538,8,7,2025-09-01,1
1539,8,7,2025-10-01,1
1540,8,7,2025-11-01,2
1541,8,7,2025-12-01,1
1542,8,7,2026-01-01,2
1543,8,7,2026-02-01,3
1544,8,7,2026-03-01,1
1545,8,7,2026-04-01,2
1546,8,7,2026-05-01,2
1547,8,7,2026-06-01,1
1548,8,7,2026-07-01,2
1549,8,23,2025-08-01,40
1550,8,23,2025-09-01,42
1551,8,23,2025-10-01,33
1552,8,23,2025-11-01,34
1553,8,23,2025-12-01,40
1554,8,23,2026-01-01,16
1555,8,23,2026-02-01,58
1556,8,23,2026-03-01,66
1557,8,23,2026-04-01,42
1558,8,23,2026-05-01,48
1559,8,23,2026-06-01,53
1560,8,23,2026-07-01,24
1561,8,15,2025-08-01,10
1562,8,15,2025-09-01,7
1563,8,15,2025-10-01,13
1564,8,15,2025-11-01,8
1565,8,15,2025-12-01,10
1566,8,15,2026-01-01,8
1567,8,15,2026-02-01,13
1568,8,15,2026-03-01,7
1569,8,15,2026-04-01,11
1570,8,15,2026-05-01,10
1571,8,15,2026-06-01,9
1572,8,15,2026-07-01,9
1573,8,17,2025-08-01,6
1574,8,17,2025-09-01,2
1575,8,17,2025-10-01,11
1576,8,17,2025-11-01,7
1577,8,17,2025-12-01,11
1578,8,17,2026-01-01,9
1579,8,17,2026-02-01,11
1580,8,17,2026-03-01,10
1581,8,17,2026-04-01,2
1582,8,17,2026-05-01,9
1583,8,17,2026-06-01,7
1584,8,17,2026-07-01,11
1585,8,8,2025-08-01,2
1586,8,8,2025-09-01,2
1587,8,8,2025-10-01,1
1588,8,8,2025-11-01,1
1589,8,8,2025-12-01,1
1590,8,8,2026-01-01,1
1591,8,8,2026-02-01,1
1592,8,8,2026-03-01,1
1593,8,8,2026-04-01,1
1594,8,8,2026-05-01,2
1595,8,8,2026-06-01,2
1596,8,8,2026-07-01,1
1597,8,10,2025-08-01,1
1598,8,10,2025-09-01,1
1599,8,10,2025-10-01,1
1600,8,10,2025-11-01,1
1601,8,10,2025-12-01,1
1602,8,10,2026-01-01,1
1603,8,10,2026-02-01,1
1604,8,10,2026-03-01,1
1605,8,10,2026-04-01,1
1606,8,10,2026-05-01,1
1607,8,10,2026-06-01,1
1608,8,10,2026-07-01,1
1609,8,16,2025-08-01,3
1610,8,16,2025-09-01,7
1611,8,16,2025-10-01,11
1612,8,16,2025-11-01,9
1613,8,16,2025-12-01,12
1614,8,16,2026-01-01,12
1615,8,16,2026-02-01,9
1616,8,16,2026-03-01,7
1617,8,16,2026-04-01,6
1618,8,16,2026-05-01,7
1619,8,16,2026-06-01,7
1620,8,16,2026-07-01,7
1621,8,2,2025-08-01,1
1622,8,2,2025-09-01,2
1623,8,2,2025-10-01,2
1624,8,2,2025-11-01,2
1625,8,2,2025-12-01,1
1626,8,2,2026-01-01,2
1627,8,2,2026-02-01,2
1628,8,2,2026-03-01,1
1629,8,2,2026-04-01,1
1630,8,2,2026-05-01,1
1631,8,2,2026-06-01,2
1632,8,2,2026-07-01,2
1633,8,12,2025-08-01,1
1634,8,12,2025-09-01,1
1635,8,12,2025-10-01,1
1636,8,12,2025-11-01,1
1637,8,12,2025-12-01,1
1638,8,12,2026-01-01,1
1639,8,12,2026-02-01,1
1640,8,12,2026-03-01,1
1641,8,12,2026-04-01,0
1642,8,12,2026-05-01,1
1643,8,12,2026-06-01,1
1644,8,12,2026-07-01,1
1645,8,25,2025-08-01,54
1646,8,25,2025-09-01,60
1647,8,25,2025-10-01,52
1648,8,25,2025-11-01,43
1649,8,25,2025-12-01,23
1650,8,25,2026-01-01,16
1651,8,25,2026-02-01,51
1652,8,25,2026-03-01,56
1653,8,25,2026-04-01,30
1654,8,25,2026-05-01,37
1655,8,25,2026-06-01,33
1656,8,25,2026-07-01,33
1657,8,22,2025-08-01,53
1658,8,22,2025-09-01,43
1659,8,22,2025-10-01,37
1660,8,22,2025-11-01,72
1661,8,22,2025-12-01,23
1662,8,22,2026-01-01,47
1663,8,22,2026-02-01,27
1664,8,22,2026-03-01,38
1665,8,22,2026-04-01,42
1666,8,22,2026-05-01,50
1667,8,22,2026-06-01,37
1668,8,22,2026-07-01,36
1669,9,11,2025-08-01,1
1670,9,11,2025-09-01,1
1671,9,11,2025-10-01,1
1672,9,11,2025-11-01,1
1673,9,11,2025-12-01,1
1674,9,11,2026-01-01,1
1675,9,11,2026-02-01,1
1676,9,11,2026-03-01,1
1677,9,11,2026-04-01,1
1678,9,11,2026-05-01,1
1679,9,11,2026-06-01,1
1680,9,11,2026-07-01,1
1681,9,18,2025-08-01,7
1682,9,18,2025-09-01,8
1683,9,18,2025-10-01,11
1684,9,18,2025-11-01,10
1685,9,18,2025-12-01,7
1686,9,18,2026-01-01,5
1687,9,18,2026-02-01,8
1688,9,18,2026-03-01,6
1689,9,18,2026-04-01,12
1690,9,18,2026-05-01,10
1691,9,18,2026-06-01,6
1692,9,18,2026-07-01,5
1693,9,2,2025-08-01,1
1694,9,2,2025-09-01,1
1695,9,2,2025-10-01,1
1696,9,2,2025-11-01,2
1697,9,2,2025-12-01,1
1698,9,2,2026-01-01,3
1699,9,2,2026-02-01,1
1700,9,2,2026-03-01,1
1701,9,2,2026-04-01,2
1702,9,2,2026-05-01,2
1703,9,2,2026-06-01,1
1704,9,2,2026-07-01,2
1705,9,20,2025-08-01,9
1706,9,20,2025-09-01,8
1707,9,20,2025-10-01,5
1708,9,20,2025-11-01,2
1709,9,20,2025-12-01,6
1710,9,20,2026-01-01,12
1711,9,20,2026-02-01,12
1712,9,20,2026-03-01,7
1713,9,20,2026-04-01,6
1714,9,20,2026-05-01,9
1715,9,20,2026-06-01,9
1716,9,20,2026-07-01,9
1717,9,6,2025-08-01,0
1718,9,6,2025-09-01,3
1719,9,6,2025-10-01,2
1720,9,6,2025-11-01,1
1721,9,6,2025-12-01,1
1722,9,6,2026-01-01,2
1723,9,6,2026-02-01,2
1724,9,6,2026-03-01,2
1725,9,6,2026-04-01,2
1726,9,6,2026-05-01,1
1727,9,6,2026-06-01,2
1728,9,6,2026-07-01,2
1729,9,17,2025-08-01,9
1730,9,17,2025-09-01,9
1731,9,17,2025-10-01,11
1732,9,17,2025-11-01,4
1733,9,17,2025-12-01,6
1734,9,17,2026-01-01,8
1735,9,17,2026-02-01,6
1736,9,17,2026-03-01,7
1737,9,17,2026-04-01,11
1738,9,17,2026-05-01,8
1739,9,17,2026-06-01,4
1740,9,17,2026-07-01,7
1741,9,24,2025-08-01,41
1742,9,24,2025-09-01,40
1743,9,24,2025-10-01,47
1744,9,24,2025-11-01,46
1745,9,24,2025-12-01,38
1746,9,24,2026-01-01,26
1747,9,24,2026-02-01,35
1748,9,24,2026-03-01,33
1749,9,24,2026-04-01,37
1750,9,24,2026-05-01,48
1751,9,24,2026-06-01,45
1752,9,24,2026-07-01,50
1753,9,12,2025-08-01,1
1754,9,12,2025-09-01,1
1755,9,12,2025-10-01,1
1756,9,12,2025-11-01,1
1757,9,12,2025-12-01,1
1758,9,12,2026-01-01,1
1759,9,12,2026-02-01,0
1760,9,12,2026-03-01,1
1761,9,12,2026-04-01,1
1762,9,12,2026-05-01,1
1763,9,12,2026-06-01,1
1764,9,12,2026-07-01,1
1765,9,25,2025-08-01,17
1766,9,25,2025-09-01,57
1767,9,25,2025-10-01,38
1768,9,25,2025-11-01,35
1769,9,25,2025-12-01,32
1770,9,25,2026-01-01,55
1771,9,25,2026-02-01,51
1772,9,25,2026-03-01,28
1773,9,25,2026-04-01,54
1774,9,25,2026-05-01,38
1775,9,25,2026-06-01,33
1776,9,25,2026-07-01,36
1777,9,10,2025-08-01,1
1778,9,10,2025-09-01,1
1779,9,10,2025-10-01,1
1780,9,10,2025-11-01,1
1781,9,10,2025-12-01,1
1782,9,10,2026-01-01,1
1783,9,10,2026-02-01,1
1784,9,10,2026-03-01,0
1785,9,10,2026-04-01,1
1786,9,10,2026-05-01,1
1787,9,10,2026-06-01,1
1788,9,10,2026-07-01,1
1789,9,15,2025-08-01,5
1790,9,15,2025-09-01,8
1791,9,15,2025-10-01,12
1792,9,15,2025-11-01,10
1793,9,15,2025-12-01,4
1794,9,15,2026-01-01,10
1795,9,15,2026-02-01,12
1796,9,15,2026-03-01,15
1797,9,15,2026-04-01,9
1798,9,15,2026-05-01,5
1799,9,15,2026-06-01,9
1800,9,15,2026-07-01,12
1801,9,4,2025-08-01,1
1802,9,4,2025-09-01,2
1803,9,4,2025-10-01,1
1804,9,4,2025-11-01,2
1805,9,4,2025-12-01,0
1806,9,4,2026-01-01,1
1807,9,4,2026-02-01,1
